Article Date,Advisor Name,Stock Name,Company Code,Call,Price on Article Day,Target Price,Today's Price,Time to reach target,Arbitrage %,Today P/L %,Article URL
2024-07-18 13:31:00,Anand Rathi,Larsen and Toubro Finance,LTF,Buy,184.35,225,163.76,Not reached yet.,33.57079252003563,-2.784208964084297,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-finance-target-of-rs-225-anand-rathi-12771893.html
2024-07-18 13:42:00,KR Choksey,HDFC Asset Management Co,HDFCAMC,Buy,4087.85,4905,4449.4,Not reached yet.,28.295668549905844,16.378949571039964,https://www.moneycontrol.com/news/business/stocks/buy-hdfc-asset-management-co-target-of-rs-4905-kr-choksey-12771910.html
2024-07-18 13:51:00,Prabhudas Lilladher,Bajaj Auto,BAJAJ-AUTO,Accumulate,9718.35,10326,11876.95,52,6.173943890062781,22.12111397298869,https://www.moneycontrol.com/news/business/stocks/accumulate-bajaj-auto-target-of-rs-10326-prabhudas-lilladher-12771923.html
2024-07-18 14:30:00,Prabhudas Lilladher,LTIMindtree,LTIM,Accumulate,5562.35,6040,6410.95,55,21.353371373462995,28.80635698786466,https://www.moneycontrol.com/news/business/stocks/accumulate-ltimindtree-target-of-rs-6040-prabhudas-lilladher-12771961.html
2024-07-18 14:45:00,Prabhudas Lilladher,Asian Paints,ASIANPAINT,Accumulate,2974.45,2605,3037.2,0,-11.022304197834472,3.7401373091505277,https://www.moneycontrol.com/news/business/stocks/accumulate-asian-paints-target-of-rs-2605-prabhudas-lilladher-12771989.html
2024-07-19 13:13:00,Geojit Financial Services,Asian Paints,ASIANPAINT,Buy,2931.55,3305,3037.2,64,12.508723255774362,3.3922826845500373,https://www.moneycontrol.com/news/business/stocks/buy-asian-paints-target-of-rs-3305-geojit-financial-services-12772844.html
2024-07-19 13:49:00,LKP Research,Bajaj Auto,BAJAJ-AUTO,Buy,9626.2,10703,11876.95,55,9.965529818504999,22.027011060253482,https://www.moneycontrol.com/news/business/stocks/buy-bajaj-auto-target-of-rs-10703-lkp-research-12772942.html
2024-07-19 14:16:00,Motilal Oswal,Larsen and Toubro Finance,LTO,Buy,,230,,,,,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-finance-target-of-rs-230-motilal-oswal-12772984.html
2024-07-19 14:27:00,KR Choksey,Bajaj Auto,BAJAJ-AUTO,Accumulate,9626.2,10948,11876.95,57,12.482726380733695,22.027011060253482,https://www.moneycontrol.com/news/business/stocks/accumulate-bajaj-auto-target-of-rs-10948-kr-choksey-12773010.html
2024-07-19 14:37:00,KR Choksey,HCL Technologies,HCLTECH,Accumulate,1594.55,1668,1839.65,46,17.568281938325992,29.666960352422915,https://www.moneycontrol.com/news/business/stocks/accumulate-hcl-technologies-target-of-rs-1668-kr-choksey-12773022.html
2024-07-19 15:28:00,Anand Rathi,Karur Vysya Bank,KARURVYSYA,Buy,206.31,259,199.04,Not reached yet.,20.409112040911207,-7.466294746629476,https://www.moneycontrol.com/news/business/stocks/buy-karur-vysya-bank-target-of-rs-259-anand-rathi-12773134.html
2024-07-19 16:49:00,Prabhudas Lilladher,Havells India,HAVELLS,Accumulate,1862.65,1976,1938.5,65,6.41678110779008,4.397231871179691,https://www.moneycontrol.com/news/business/stocks/accumulate-havells-india-target-of-rs-1976-prabhudas-lilladher-12773256.html
2024-07-19 17:01:00,Prabhudas Lilladher,Grindwell Norton,GRINDWELL,Accumulate,2649.85,2749,2416.5,7,3.65370838203688,-8.883526262207305,https://www.moneycontrol.com/news/business/stocks/accumulate-grindwell-norton-target-of-rs-2749-prabhudas-lilladher-2-12773264.html
2024-07-19 17:21:00,Prabhudas Lilladher,Infosys,INFY,Hold,1758.05,1680,1935.1,Call type not supported.,12.318234999164298,29.373224135049302,https://www.moneycontrol.com/news/business/stocks/hold-infosys-target-of-rs-1680-prabhudas-lilladher-12773298.html
2024-07-22 11:32:00,Sharekhan,HDFC Bank,HDFCBANK,Buy,1642.55,1900,1651.0,Not reached yet.,20.196109441720704,4.444092993832042,https://www.moneycontrol.com/news/business/earnings/buy-hdfc-bank-target-of-rs-1900-sharekhan-5-12774317.html
2024-07-22 11:39:00,Sharekhan,Kotak Mahindra Bank,KOTAKBANK,Buy,1757.55,2000,1882.4,Not reached yet.,15.851362701653784,9.039302574796547,https://www.moneycontrol.com/news/business/earnings/buy-kotak-mahindra-bank-target-of-rs-2000-sharekhan-12774318.html
2024-07-22 11:45:00,Sharekhan,UltraTech Cement,ULTRACEMCO,Buy,11515.7,13000,11421.3,Not reached yet.,16.34358946822031,2.215002953337271,https://www.moneycontrol.com/news/business/earnings/buy-ultratech-cement-target-of-rs-13000-sharekhan-2-12774319.html
2024-07-22 12:08:00,Sharekhan,Polycab India,POLYCAB,Buy,6289.0,7400,7446.85,81,5.0062436144851885,5.671046656828252,https://www.moneycontrol.com/news/business/earnings/buy-polycab-india-target-of-rs-7400-sharekhan-2-12774320.html
2024-07-22 12:18:00,Sharekhan,Indian Hotels Company,INDHOTEL,Buy,620.35,7400,708.55,Not reached yet.,1155.7271338876633,20.235873069743764,https://www.moneycontrol.com/news/business/earnings/buy-indian-hotels-company-target-of-rs-7400-sharekhan-12774321.html
2024-07-22 12:37:00,Sharekhan,Persistent Systems,PERSISTENT,Buy,4759.0,5220,5469.55,55,37.70543699052946,44.28865381064185,https://www.moneycontrol.com/news/business/earnings/buy-persistent-systems-target-of-rs-5220-sharekhan-12774323.html
2024-07-22 12:50:00,Sharekhan,L&T Technology Services,LTTS,Buy,5001.2,5500,5234.2,49,12.128193105135463,6.709343336527277,https://www.moneycontrol.com/news/business/earnings/buy-l-target-of-rs-5500-sharekhan-12774322.html
2024-07-22 13:02:00,Sharekhan,Dalmia Bharat,DALBHARAT,Buy,1771.15,2250,1872.95,Not reached yet.,18.308970449048275,-1.5169839099800142,https://www.moneycontrol.com/news/business/earnings/buy-dalmia-bharat-target-of-rs-2250-sharekhan-6-12774324.html
2024-07-22 13:13:00,Sharekhan,Atul,ATUL,Buy,7272.95,7990,7888.8,37,28.676914652902468,27.04711443226746,https://www.moneycontrol.com/news/business/earnings/buy-atul-target-of-rs-7990-sharekhan-12774325.html
2024-07-22 13:34:00,Sharekhan,Mastek,MASTEK,Buy,2652.3,3150,2709.8,Not reached yet.,14.356246936886235,-1.624584777912908,https://www.moneycontrol.com/news/business/earnings/buy-mastek-target-of-rs-3150-sharekhan-3-12774326.html
2024-07-22 17:46:00,KR Choksey,Jio Financial Services,JIOFIN,Hold,340.95,350,341.5,Call type not supported.,-1.9607843137254901,-4.341736694677871,https://www.moneycontrol.com/news/business/stocks/buy-jio-financial-services-target-of-rs-350-kr-choksey-12773171.html
2024-07-23 11:21:00,Sharekhan,Can Fin Homes,CANFINHOME,Buy,835.35,1050,5224.4,Not reached yet.,13.419046120985831,-13.496866488397322,https://www.moneycontrol.com/news/business/buy-can-fin-homes-target-of-rs-1050-sharekhan-2-12775609.html
2024-07-23 11:21:00,Sharekhan,Nippon Life India Asset Management,NAM-INDIA,Buy,638.75,750,867.75,Not reached yet.,25.76356449874237,3.9346029464606564,https://www.moneycontrol.com/news/business/buy-nippon-life-india-asset-management-target-of-rs-750-sharekhan-12775606.html
2024-07-23 11:21:00,Sharekhan,Supreme Industries,SUPREMEIND,Buy,5530.0,6850,700.25,Not reached yet.,16.009280742459396,8.313998453209589,https://www.moneycontrol.com/news/business/buy-supreme-industries-target-of-rs-6850-sharekhan-2-12775607.html
2024-07-23 11:22:00,Sharekhan,Wipro: target of Rs 470: Sharekhan,WIPRO,Reduce,497.6,470,528.3,Not reached yet.,1.5706806282722512,-10.638743455497373,https://www.moneycontrol.com/news/business/reduce-wipro-target-of-rs-470-sharekhan-12775608.html
2024-07-23 11:51:00,Prabhudas Lilladher,Nippon Life India Asset Management,NAM-INDIA,Buy,638.75,700,700.25,43,8.275328692962104,8.313998453209589,https://www.moneycontrol.com/news/business/stocks/buy-nippon-life-india-asset-management-target-of-rs-700-prabhudas-lilladher-12775687.html
2024-07-23 11:53:00,ICICI Securities,HDFC Bank,HDFCBANK,Buy,1615.7,1850,1651.0,Not reached yet.,15.849458325505662,3.3878138894107277,https://www.moneycontrol.com/news/business/earnings/buy-hdfc-bank-target-of-rs-1850-icici-securities-2-12775653.html
2024-07-23 12:11:00,Prabhudas Lilladher,HDFC Bank,HDFCBANK,Buy,1642.55,2000,1651.0,Not reached yet.,25.24265764919531,3.3878138894107277,https://www.moneycontrol.com/news/business/stocks/buy-hdfc-bank-target-of-rs-2000-prabhudas-lilladher-5-12775684.html
2024-07-23 12:11:00,Prabhudas Lilladher,Kotak Mahindra Bank,KOTAKBANK,Buy,1757.55,2125,1882.4,Not reached yet.,23.74796179827626,9.620312136035409,https://www.moneycontrol.com/news/business/stocks/buy-kotak-mahindra-bank-target-of-rs-2125-prabhudas-lilladher-12775678.html
2024-07-23 12:12:00,Prabhudas Lilladher,Can Fin Homes,CANFINHOME,Buy,835.35,930,867.75,62,11.390585698886097,3.9346029464606564,https://www.moneycontrol.com/news/business/stocks/buy-can-fin-homes-target-of-rs-930-prabhudas-lilladher-12775676.html
2024-07-23 12:19:00,Prabhudas Lilladher,MRPL,MRPL,Sell,214.72,130,174.73,Not reached yet.,39.568612867236894,18.775567125325406,https://www.moneycontrol.com/news/business/stocks/sell-mrpl-target-of-rs-130-prabhudas-lilladher-12775625.html
2024-07-23 12:41:00,ICICI Securities,Kotak Mahindra Bank,KOTAKBANK,Hold,1757.55,1730,1882.4,Call type not supported.,0.7453994875378497,9.620312136035409,https://www.moneycontrol.com/news/business/earnings/hold-kotak-mahindra-bank-target-of-rs-1730-icici-securities-12775655.html
2024-07-23 12:52:00,Prabhudas Lilladher,CEAT,CEATLTD,Accumulate,2618.4,2992,3010.7,62,17.473841261116245,18.208052768998215,https://www.moneycontrol.com/news/business/stocks/accumulate-ceat-target-of-rs-2992-prabhudas-lilladher-12775611.html
2024-07-23 12:53:00,Prabhudas Lilladher,JSW Steel,JSWSTEEL,Accumulate,885.85,1022,1012.05,73,10.948271182760683,9.868099658036149,https://www.moneycontrol.com/news/business/stocks/accumulate-jsw-steel-target-of-rs-1022-prabhudas-lilladher-12775602.html
2024-07-23 12:53:00,Prabhudas Lilladher,Ultratech Cement,ULTRACEMCO,Accumulate,11468.4,11848,11421.3,10,5.383000675988195,1.5876827836482015,https://www.moneycontrol.com/news/business/stocks/accumulate-ultratech-cement-target-of-rs-11848-prabhudas-lilladher-12775594.html
2024-07-25 18:39:00,Sharekhan,Larsen & Toubro,LT,Buy,3656.2,4160,,,,,https://www.moneycontrol.com/news/business/buy-larsen-target-of-rs-4160-sharekhan-12778462.html
2024-07-25 18:39:00,Sharekhan,Federal Bank,FEDERALBNK,Buy,196.6,240,509.15,Not reached yet.,9.129407932242032,-17.069793957162645,https://www.moneycontrol.com/news/business/buy-federal-bank-target-of-rs-240-sharekhan-12778463.html
2024-07-25 18:39:00,Sharekhan,Schaeffler India,SCHAEFFLER,Buy,3978.4,4764,7302.0,Not reached yet.,15.164213067669378,1.3167570867616605,https://www.moneycontrol.com/news/business/buy-schaeffler-india-target-of-rs-4764-sharekhan-12778465.html
2024-07-25 18:39:00,Sharekhan,Axis Bank,AXISBANK,Buy,1309.4,1470,999.3,Not reached yet.,18.011353862033367,14.60519525202132,https://www.moneycontrol.com/news/business/buy-axis-bank-target-of-rs-1470-sharekhan-12778464.html
2024-07-25 18:39:00,Sharekhan,Bajaj Finance,BAJFINANCE,Buy,7110.0,8300,3898.35,Not reached yet.,1.9997430736950206,-16.53427825118829,https://www.moneycontrol.com/news/business/buy-bajaj-finance-target-of-rs-8300-sharekhan-12778470.html
2024-07-25 18:39:00,Sharekhan,Greenlam Industries,GREENLAM,Buy,561.9,670,187.55,Not reached yet.,34.16815742397138,4.846824686940975,https://www.moneycontrol.com/news/business/buy-greenlam-industries-target-of-rs-670-sharekhan-2-12778466.html
2024-07-25 18:39:00,Sharekhan,Ramkrishna Forgings,RKFORGE,Buy,887.3,1029,3482.55,Not reached yet.,15.733978772830342,-3.113132746317229,https://www.moneycontrol.com/news/business/buy-ramkrishna-forgings-target-of-rs-1029-sharekhan-12778467.html
2024-07-25 18:39:00,Sharekhan,SRF,SRFM,Buy,,2663,1172.45,Not reached yet.,18.596208148446955,-5.4094392900363015,https://www.moneycontrol.com/news/business/buy-srf-target-of-rs-2663-sharekhan-12778468.html
2024-07-25 18:41:00,Sharekhan,JSW Steel: target of Rs 850: Sharekhan,,Reduce,,850,,,,,https://www.moneycontrol.com/news/business/reduce-jsw-steel-target-of-rs-850-sharekhan-12778471.html
2024-07-25 19:14:00,Motilal Oswal,SRF,SRFM,Neutral,,2130,,,,,https://www.moneycontrol.com/news/business/neutral-srf-target-of-rs-2130-motilal-oswal-12778503.html
2024-07-25 19:14:00,Motilal Oswal,Petronet LNG,PETRONET,Neutral,347.05,380,355.15,Call type not supported.,20.942075111394022,13.033099936346273,https://www.moneycontrol.com/news/business/neutral-petronet-lng-target-of-rs-380-motilal-oswal-12778504.html
2024-07-25 19:14:00,Motilal Oswal,SBI Life Insurance,SBILIFE,Buy,1659.8,1900,1735.05,51,30.539333562349707,19.206458261765714,https://www.moneycontrol.com/news/business/buy-sbi-life-insurance-target-of-rs-1900-motilal-oswal-12778501.html
2024-07-25 19:14:00,Motilal Oswal,SONA BLW Precision Forging,SONACOMS,Neutral,711.5,620,665.1,Call type not supported.,-2.775599811823749,4.296691234122624,https://www.moneycontrol.com/news/business/neutral-sona-blw-precision-forging-target-of-rs-620-motilal-oswal-12778502.html
2024-07-25 19:14:00,Motilal Oswal,Jindal Steel & Power,JINDALSTEL,Buy,989.95,1200,1005.85,Not reached yet.,13.593335857629677,-4.785119273002657,https://www.moneycontrol.com/news/business/buy-jindal-steel-target-of-rs-1200-motilal-oswal-12778499.html
2024-07-25 19:15:00,Motilal Oswal,United Spirits,UNITDSPR,Neutral,1299.45,1400,1519.55,Call type not supported.,10.623839437398763,20.07032515507092,https://www.moneycontrol.com/news/business/neutral-united-spirits-target-of-rs-1400-motilal-oswal-12778506.html
2024-07-25 20:15:00,ICICI Securities,Poonawalla Fincorp,POONAWALLA,Hold,413.25,390,380.7,Call type not supported.,-7.67045454545454,-9.872159090909088,https://www.moneycontrol.com/news/business/earnings/hold-poonawalla-fincorp-target-of-rs-390-icici-securities-12778543.html
2024-07-25 20:27:00,ICICI Securities,Kajaria Ceramics,KAJARIACER,Hold,1365.2,1433,1408.0,Call type not supported.,6.4359193374679755,4.579047053143691,https://www.moneycontrol.com/news/business/earnings/hold-kajaria-ceramics-target-of-rs-1433-icici-securities-12778545.html
2024-07-25 20:35:00,ICICI Securities,Blue Dart Express,BLUEDART,Hold,8436.55,7500,8473.2,Call type not supported.,-2.8868502321004255,9.714552081782232,https://www.moneycontrol.com/news/business/earnings/hold-blue-dart-express-target-of-rs-7500-icici-securities-12778546.html
2024-07-25 20:40:00,ICICI Securities,Mahindra Logistics,MAHLOG,Reduce,523.65,450,500.75,Not reached yet.,6.2206939668646495,-4.355527769094504,https://www.moneycontrol.com/news/business/earnings/reduce-mahindra-logistics-target-of-rs-450-icici-securities-12778549.html
2024-07-25 20:46:00,ICICI Securities,Bajaj Finance,BAJFINANCE,Buy,7110.0,8500,7302.0,Not reached yet.,17.939254346408397,1.3167570867616605,https://www.moneycontrol.com/news/business/earnings/buy-bajaj-finance-target-of-rs-8500-icici-securities-3-12778550.html
2024-07-25 20:47:00,ICICI Securities,Gravita India,GRAVITA,Buy,1396.15,1750,2467.1,33,27.143272304562622,79.24295263004939,https://www.moneycontrol.com/news/business/earnings/buy-gravita-india-target-of-rs-1750-icici-securities-12778552.html
2024-07-25 20:52:00,ICICI Securities,Thyrocare Technologies,THYROCARE,Buy,643.9,825,829.25,36,27.177431786650214,27.83258825342993,https://www.moneycontrol.com/news/business/earnings/buy-thyrocare-technologies-target-of-rs-825-icici-securities-12778554.html
2024-07-26 10:50:00,Sharekhan,Kajaria Ceramics,KAJARIACER,Buy,1365.2,1700,1408.0,Not reached yet.,26.267315334051332,4.579047053143691,https://www.moneycontrol.com/news/business/earnings/buy-kajaria-ceramics-target-of-rs-1700-sharekhan-12779032.html
2024-07-26 11:32:00,Sharekhan,Hindustan Unilever,HINDUNILVR,Buy,2738.4,3260,2783.2,Not reached yet.,31.335105954395303,12.126339537507052,https://www.moneycontrol.com/news/business/earnings/buy-hindustan-unilever-target-of-rs-3260-sharekhan-12779034.html
2024-07-26 11:43:00,Motilal Oswal,ICICI Prudential Life Insurance,0P0000NQXO,Buy,,740,,,,,https://www.moneycontrol.com/news/business/earnings/buy-icici-prudential-life-insurance-target-of-rs-740-motilal-oswal-12779036.html
2024-07-26 11:44:00,Prabhudas Lilladher,Indoco Remedies,INDOCO,Accumulate,336.6,320,,,,,https://www.moneycontrol.com/news/business/stocks/accumulate-indoco-remedies-target-of-rs-320-prabhudas-lilladher-12777894.html
2024-07-26 11:44:00,Motilal Oswal,Blue Dart Express,BLUEDART,Buy,8436.55,9500,,,,,https://www.moneycontrol.com/news/business/earnings/buy-blue-dart-express-target-of-rs-9500-motilal-oswal-12779035.html
2024-07-26 11:44:00,Prabhudas Lilladher,SRF,SRFM,Reduce,,2048,337.3,0,-1.5990159901598984,3.720787207872086,https://www.moneycontrol.com/news/business/stocks/reduce-srf-target-of-rs-2048-prabhudas-lilladher-12777919.html
2024-07-26 11:44:00,Prabhudas Lilladher,Jindal Steel and Power,,Hold,,978,8473.2,Not reached yet.,23.009989706006127,9.714552081782232,https://www.moneycontrol.com/news/business/stocks/hold-jindal-steel-and-power-target-of-rs-978-prabhudas-lilladher-12777899.html
2024-07-26 11:45:00,Prabhudas Lilladher,Larsen & Toubro,LT,Buy,3656.2,4130,3482.55,Not reached yet.,14.899358733603199,-3.113132746317229,https://www.moneycontrol.com/news/business/stocks/buy-larsen-target-of-rs-4130-prabhudas-lilladher-12777864.html
2024-07-26 11:45:00,Prabhudas Lilladher,Axis Bank,AXISBANK,Buy,1309.4,1425,1172.45,Not reached yet.,14.965711980637353,-5.4094392900363015,https://www.moneycontrol.com/news/business/stocks/buy-axis-bank-target-of-rs-1425-prabhudas-lilladher-12777866.html
2024-07-26 11:45:00,Prabhudas Lilladher,Petronet LNG,PETRONET,Sell,347.05,266,355.15,Not reached yet.,15.340547422024187,-13.033099936346273,https://www.moneycontrol.com/news/business/stocks/sell-petronet-lng-target-of-rs-266-prabhudas-lilladher-12777869.html
2024-07-26 11:51:00,Motilal Oswal,Kajaria Ceramics,KAJARIACER,Buy,1365.2,1670,1408.0,Not reached yet.,24.039068592862193,4.579047053143691,https://www.moneycontrol.com/news/business/earnings/buy-kajaria-ceramics-target-of-rs-1670-motilal-oswal-12779038.html
2024-07-26 11:57:00,KR Choksey,Kotak Mahindra Bank,KOTAKBANK,Accumulate,1826.75,1935,1882.4,Not reached yet.,9.554140127388536,6.576079263977358,https://www.moneycontrol.com/news/business/stocks/accumulate-kotak-mahindra-bank-target-of-rs-1935-kr-choksey-12779134.html
2024-07-26 11:58:00,Motilal Oswal,Coforge,COFORGE,Neutral,5997.6,6100,7380.6,Call type not supported.,14.749010054646869,38.83877764087323,https://www.moneycontrol.com/news/business/earnings/neutral-coforge-target-of-rs-6100-motilal-oswal-12779037.html
2024-07-26 12:04:00,KR Choksey,Persistent Systems,PERSISTENT,hold,4896.15,4901,5469.55,Call type not supported.,25.719855836443628,40.30423127733529,https://www.moneycontrol.com/news/business/stocks/hold-persistent-systems-target-of-rs-4901-kr-choksey-12779141.html
2024-07-26 12:06:00,Motilal Oswal,Torrent Pharma,TORNTPHARM,Neutral,3058.3,3340,3497.05,Call type not supported.,16.860851614709077,22.355760820125266,https://www.moneycontrol.com/news/business/earnings/neutral-torrent-pharma-target-of-rs-3340-motilal-oswal-12779039.html
2024-07-26 12:11:00,KR Choksey,Rossari Biotech,ROSSARI,Buy,814.55,931,854.7,45,14.648112800935909,5.252139646573498,https://www.moneycontrol.com/news/business/stocks/buy-rossari-biotech-target-of-rs-931-kr-choksey-12779154.html
2024-07-26 12:25:00,KR Choksey,Hindustan Unilever,HINDUNILVR,Accumulate,2738.4,2956,2783.2,58,19.087905889936355,12.126339537507052,https://www.moneycontrol.com/news/business/stocks/accumulate-hindustan-unilever-target-of-rs-2956-kr-choksey-12779191.html
2024-07-26 12:32:00,Geojit Financial Services,Suzlon Energy,SUZLON,Buy,55.39,73,74.39,35,44.4686324955472,47.21947358005145,https://www.moneycontrol.com/news/business/stocks/buy-suzlon-energy-target-of-rs-73-geojit-financial-services-12779205.html
2024-07-26 12:39:00,Geojit Financial Services,South Indian Bank,SOUTHBANK,Accumulate,26.51,32,23.86,Not reached yet.,12.201963534361852,-16.339410939691447,https://www.moneycontrol.com/news/business/stocks/accumulate-south-indian-bank-target-of-rs-32-geojit-financial-services-12779212.html
2024-07-26 12:40:00,Sharekhan,ICICI Prudential Life Insurance,0P0000NQXO,Buy,,800,,,,,https://www.moneycontrol.com/news/business/buy-icici-prudential-life-insurance-target-of-rs-800-sharekhan-12779183.html
2024-07-26 12:41:00,Sharekhan,Mahindra Lifespace Developers,MAHLIFE,Buy,609.15,785,508.15,Not reached yet.,24.504361617763678,-19.405233941316418,https://www.moneycontrol.com/news/business/buy-mahindra-lifespace-developers-target-of-rs-785-sharekhan-2-12779186.html
2024-07-26 12:41:00,Sharekhan,Jyothy Labs,JYOTHYLAB,Buy,497.0,655,527.25,Not reached yet.,48.897476699249836,19.856785633098436,https://www.moneycontrol.com/news/business/buy-jyothy-labs-target-of-rs-655-sharekhan-12779184.html
2024-07-26 12:42:00,Sharekhan,AU Small Finance Bank: target of Rs 700: Sharekhan,AUBANK,Hold,633.05,700,690.4,Call type not supported.,4.986876640419948,3.5470566179227565,https://www.moneycontrol.com/news/business/hold-au-small-finance-bank-target-of-rs-700-sharekhan-2-12779188.html
2024-07-26 12:42:00,Sharekhan,Mahindra Logistics,MAHLOG,Buy,523.65,632,500.75,Not reached yet.,31.70782536209231,4.355527769094504,https://www.moneycontrol.com/news/business/buy-mahindra-logistics-target-of-rs-632-sharekhan-12779187.html
2024-07-26 12:43:00,Anand Rathi,Polycab India,POLYCAB,Buy,6552.25,7750,7446.85,Not reached yet.,11.407398888801042,7.049572698718463,https://www.moneycontrol.com/news/business/earnings/buy-polycab-india-target-of-rs-7750-anand-rathi-12779155.html
2024-07-26 12:44:00,Anand Rathi,Havells India,HAVELLS,Buy,1862.65,2146,1938.5,Not reached yet.,18.022328548644342,6.610570312929662,https://www.moneycontrol.com/news/business/earnings/buy-havells-india-target-of-rs-2146-anand-rathi-12779156.html
2024-07-26 12:50:00,Anand Rathi,Mahindra and Mahindra Financial Services,,Buy,,340,,,,,https://www.moneycontrol.com/news/business/earnings/buy-mahindra-and-mahindra-financial-services-target-of-rs-340-anand-rathi-12779157.html
2024-07-26 12:52:00,Prabhudas Lilladher,Westlife Foodworld,WESTLIFE,Hold,851.25,791,881.25,Call type not supported.,-3.5307030916519357,7.47606561375693,https://www.moneycontrol.com/news/business/stocks/hold-westlife-foodworld-target-of-rs-791-prabhudas-lilladher-12779240.html
2024-07-26 12:58:00,Prabhudas Lilladher,Tech Mahindra,TECHM,Reduce,1539.35,1340,1647.05,Not reached yet.,3.811643098126474,-18.229129280022974,https://www.moneycontrol.com/news/business/stocks/reduce-tech-mahindra-target-of-rs-1340-prabhudas-lilladher-12779250.html
2024-07-26 13:10:00,Anand Rathi,Go Fashion (India),GOCOLORS,Buy,1071.65,1366,1263.5,70,26.916287280498008,17.392920189538238,https://www.moneycontrol.com/news/business/earnings/buy-go-fashion-india-target-of-rs-1366-anand-rathi-12779158.html
2024-07-26 13:13:00,Anand Rathi,Hindustan Unilever,HINDUNILVR,Buy,2738.4,3130,2783.2,Not reached yet.,26.09781645314641,12.126339537507052,https://www.moneycontrol.com/news/business/earnings/buy-hindustan-unilever-target-of-rs-3130-anand-rathi-12779161.html
2024-07-26 13:13:00,Motilal Oswal,Zensar,ZENSARTECH,Neutral,790.3,750,694.95,Call type not supported.,4.036620890553478,-3.5996670828131414,https://www.moneycontrol.com/news/business/earnings/neutral-zensar-target-of-rs-750-motilal-oswal-12779040.html
2024-07-26 13:14:00,Prabhudas Lilladher,Nestle India,NESTLEIND,Accumulate,2627.05,2746,2511.8,68,8.120878039177084,-1.100502017915142,https://www.moneycontrol.com/news/business/stocks/accumulate-nestle-india-target-of-rs-2746-prabhudas-lilladher-12779277.html
2024-07-26 13:15:00,Axis Capital,Mahindra and Mahindra Financial Services,,Buy,,350,,,,,https://www.moneycontrol.com/news/business/earnings/buy-mahindra-and-mahindra-financial-services-target-of-rs-350-axis-capital-12779159.html
2024-07-26 13:19:00,Prabhudas Lilladher,AAVAS Financiers,AAVAS,Accumulate,1775.3,1875,1718.85,0,-0.8487348298564266,-9.106052193225988,https://www.moneycontrol.com/news/business/stocks/accumulate-aavas-financiers-target-of-rs-1875-prabhudas-lilladher-12779289.html
2024-07-26 13:26:00,Prabhudas Lilladher,Federal Bank,FEDERALBNK,Buy,196.6,210,187.55,Not reached yet.,17.39713774597496,4.846824686940975,https://www.moneycontrol.com/news/business/stocks/buy-federal-bank-target-of-rs-210-prabhudas-lilladher-12779301.html
2024-07-26 14:13:00,Emkay Global Financial,Canara Bank,CANBK,Buy,115.77,130,104.06,Not reached yet.,7.260726072607258,-14.141914191419142,https://www.moneycontrol.com/news/business/stocks/buy-canara-bank-target-of-rs-130-emkay-global-financial-12779352.html
2024-07-26 14:39:00,Emkay Global Financial,Westlife Foodworld,WESTLIFE,Reduce,851.25,875,881.25,0,-6.713824013659364,-7.47606561375693,https://www.moneycontrol.com/news/business/stocks/reduce-westlife-foodworld-target-of-rs-875-emkay-global-financial-12779375.html
2024-07-26 14:50:00,KR Choksey,Bajaj Finance,BAJFINANCE,Buy,7110.0,7945,7302.0,Not reached yet.,10.238514797907614,1.3167570867616605,https://www.moneycontrol.com/news/business/stocks/buy-bajaj-finance-target-of-rs-7945-kr-choksey-12779410.html
2024-07-26 14:58:00,Motilal Oswal,Federal Bank,FEDERALBNK,Buy,196.6,230,187.55,Not reached yet.,28.577817531305904,4.846824686940975,https://www.moneycontrol.com/news/business/buy-federal-bank-target-of-rs-230-motilal-oswal-12779387.html
2024-07-26 14:58:00,Motilal Oswal,DCB Bank,DCBBANK,Buy,135.46,175,117.32,Not reached yet.,22.010736944851143,-18.2040019521718,https://www.moneycontrol.com/news/business/buy-dcb-bank-target-of-rs-175-motilal-oswal-2-12779388.html
2024-07-26 14:58:00,Motilal Oswal,Canara Bank,CANBK,Buy,115.77,133,104.06,Not reached yet.,9.735973597359733,-14.141914191419142,https://www.moneycontrol.com/news/business/buy-canara-bank-target-of-rs-133-motilal-oswal-12779386.html
2024-07-26 14:59:00,Motilal Oswal,Larsen & Toubro,LT,Buy,3656.2,4150,3482.55,Not reached yet.,15.45577209308796,-3.113132746317229,https://www.moneycontrol.com/news/business/buy-larsen-target-of-rs-4150-motilal-oswal-12779390.html
2024-07-26 14:59:00,Motilal Oswal,Laurus Labs,LAURUSLABS,Buy,457.0,505,474.15,56,16.66859189095529,9.541411574448412,https://www.moneycontrol.com/news/business/buy-laurus-labs-target-of-rs-505-motilal-oswal-12779389.html
2024-07-26 14:59:00,Motilal Oswal,Mahindra & Mahindra,M&M,Buy,2819.45,3300,3134.35,Not reached yet.,14.934522151017005,9.165157425466708,https://www.moneycontrol.com/news/business/buy-mahindra-target-of-rs-3300-motilal-oswal-12779391.html
2024-07-26 15:26:00,KR Choksey,Poonawalla Fincorp,POONAWALLA,Buy,411.8,455,380.7,Not reached yet.,7.717803030303036,-9.872159090909088,https://www.moneycontrol.com/news/business/stocks/buy-poonawalla-fincorp-target-of-rs-455-kr-choksey-12779432.html
